D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_43_533.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_43_533.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_43_533.jpg, 0, 0, 0, 0.0008476748
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_43_614.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_43_614.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_43_614.jpg, 0, 0, 0, 0.0008349346
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_43_717.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_43_717.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_43_717.jpg, 0, 0, 0, 0.0008285988
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_43_821.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_43_821.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_43_821.jpg, 0, 0, 0, 0.0008758127
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_43_926.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_43_926.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_43_926.jpg, 0, 0, 0, 0.0008466663
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_028.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_028.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_028.jpg, 0, 0, 0, 0.0008574818
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_128.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_128.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_128.jpg, 0, 0, 0, 0.0008374202
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_231.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_231.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_231.jpg, 0, 0, 0, 0.0008174164
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_332.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_332.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_332.jpg, 0, 0, 0, 0.0008487985
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_434.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_434.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_434.jpg, 0, 0, 0, 0.0008455038
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_540.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_540.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_540.jpg, 0, 0, 0, 0.00082263
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_642.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_642.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_642.jpg, 0, 0, 0, 0.0008327833
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_744.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_744.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_744.jpg, 0, 0, 0, 0.0008628279
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_848.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_848.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_848.jpg, 0, 0, 0, 0.0008482944
D:\Projects\Self Driving Car\Data\IMG\center_2024_03_29_16_15_44_949.jpg, D:\Projects\Self Driving Car\Data\IMG\left_2024_03_29_16_15_44_949.jpg, D:\Projects\Self Driving Car\Data\IMG\right_2024_03_29_16_15_44_949.jpg, 0, 0, 0, 0.0008507213
